,Authors,Title,Subtitle,Publisher,Date Published,Description,ISBN-10,ISBN-13,Page Count,Print Type,Genres,Average Rating,Ratings Count,Image Link,Language,Preview Link,Sale Country,Saleability,E-Book,Summary
131,['Neil Gaiman'],Smoke and Mirrors,Short Fictions and Illusions,Harper Collins,2008-01-29,"In the deft hands of Neil Gaiman, magic is no mere illusion . . . and anything is possible. In Smoke and Mirrors, Gaiman's imagination and supreme artistry transform a mundane world into a place of terrible wonders—where an old woman can purchase the Holy Grail at a thrift store, where assassins advertise their services in the Yellow Pages under ""Pest Control,"" and where a frightened young boy must barter for his life with a mean-spirited troll living beneath a bridge by the railroad tracks. Explore a new reality, obscured by smoke and darkness yet brilliantly tangible, in this extraordinary collection of short works by a master prestidigitator. It will dazzle your senses, touch your heart, and haunt your dreams.",9780061450167,9780061450167,368.0,BOOK,['Fiction'],4.0,60.0,http://books.google.com/books/content?id=kwDsO09EHIwC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=kwDsO09EHIwC&dq=isbn:9780061450167&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Explore a new reality, obscured by smoke and darkness yet brilliantly tangible, in this extraordinary collection of short works by a master prestidigitator. It will dazzle your senses, touch your heart, and haunt your dreams."
132,['Neil Gaiman'],Coraline,,Harper Collins,2006-08-29,In Coraline's family's new flat there's a locked door. On the other side is a brick wall—until Coraline unlocks the door . . . and finds a passage to another flat in another house just like her own. Only different. The food is better there. Books have pictures that writhe and crawl and shimmer. And there's another mother and father there who want Coraline to be their little girl. They want to change her and keep her with them. . . . Forever. Coraline is an extraordinary fairy tale/nightmare from the uniquely skewed imagination of #1 New York Times bestselling author Neil Gaiman.,9780061139376,9780061139376,192.0,BOOK,['Fiction'],4.0,305.0,http://books.google.com/books/content?id=pXlAY0XnrQUC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=pXlAY0XnrQUC&dq=isbn:9780061139376&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,In Coraline&#39;s family&#39;s new flat there&#39;s a locked door. On the other side is a brick wall—until Coraline unlocks the door . . . and finds a passage to another flat in another house just like her own. Only different.
133,['Neil Gaiman'],Neil Gaiman [box Set],,,2015,"HORROR & GHOST STORIES, CHILLERS. This exclusive box set contains the British editions of three bestselling Neil Gaiman classics in paperback, including the Newbery Medal and Carnegie Medal winner The Graveyard Book; Coraline; and Fortunately, the Milk, all illustrated by acclaimed artist Chris Riddell.The editions of Coraline, The Graveyard Book, and Fortunately, the Milk in this box set contain the illustrations from the British editions, which are both hilarious and moving. Acclaimed artist Chris Riddell has won the Kate Greenaway Medal twice, among other awards and honors.These paperbacks have never before been published in the United States and are available here only in this special box set. Ages 9+",0062380648,9780062380647,,BOOK,['Ghost stories'],,,,en,http://books.google.ca/books?id=yYznjgEACAAJ&dq=isbn:9780062380647&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"While picking up milk for his children&#39;s cereal, a father is abducted by aliens and finds himself on a wild adventure through time and space."
134,['Neil Gaiman'],The View from the Cheap Seats,Selected Nonfiction,William Morrow Paperbacks,2017-05-16,"An enthralling collection of nonfiction essays on a myriad of topics—from art and artists to dreams, myths, and memories—observed in #1 New York Times bestselling author Neil Gaiman’s probing, amusing, and distinctive style. An inquisitive observer, thoughtful commentator, and assiduous craftsman, Neil Gaiman has long been celebrated for the sharp intellect and startling imagination that informs his bestselling fiction. Now, The View from the Cheap Seats brings together for the first time ever more than sixty pieces of his outstanding nonfiction. Analytical yet playful, erudite yet accessible, this cornucopia explores a broad range of interests and topics, including (but not limited to): authors past and present; music; storytelling; comics; bookshops; travel; fairy tales; America; inspiration; libraries; ghosts; and the title piece, at turns touching and self-deprecating, which recounts the author’s experiences at the 2010 Academy Awards in Hollywood. Insightful, incisive, witty, and wise, The View from the Cheap Seats explores the issues and subjects that matter most to Neil Gaiman—offering a glimpse into the head and heart of one of the most acclaimed, beloved, and influential artists of our time.",0062262270,9780062262271,256.0,BOOK,['Literary Collections'],4.0,184.0,http://books.google.com/books/content?id=2sg_vgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=2sg_vgAACAAJ&dq=isbn:9780062262271&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Analytical yet playful, erudite yet accessible, these essays explore a broad range of interests and topics, including (but not limited to): authors past and present; music; storytelling; comics; bookshops; travel; fairy tales; America; ..."
135,['Neil Gaiman'],Neverwhere Illustrated Edition,,William Morrow,2017-09-26,"National Bestseller Selected as one of NPR’S Top 100 Science Fiction and Fantasy Books of All Time The #1 New York Times bestselling author’s dark classic of modern fantasy, beautifully illustrated for the first time by award-winning artist Chris Riddell, and featuring the author’s preferred text and his Neverwhere tale, “How the Marquis Got His Coat Back.” Published in 1997, Neil Gaiman’s first novel, Neverwhere, heralded the arrival of a major talent. Over the years, various versions have been produced around the world. In 2016, this gorgeously illustrated edition of the novel was released in the UK. It is now available here, and features strikingly atmospheric, painstakingly detailed black-and-white line art by Chris Riddell, one of Gaiman’s favorite artistic interpreters of his work. Richard Mayhew is a young London businessman with a good heart whose life is changed forever when he stops to help a bleeding girl—an act of kindness that plunges him into a world he never dreamed existed. Slipping through the cracks of reality, Richard lands in Neverwhere—a London of shadows and darkness, monsters and saints, murderers and angels that exists entirely in a subterranean labyrinth. Neverwhere is home to Door, the mysterious girl Richard helped in the London Above. Here in Neverwhere, Door is a powerful noblewoman who has vowed to find the evil agent of her family’s slaughter and thwart the destruction of this strange underworld kingdom. If Richard is ever to return to his former life and home, he must join Lady Door’s quest to save her world—and may well die trying.",0062821334,9780062821331,448.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=5jrEswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=5jrEswEACAAJ&dq=isbn:9780062821331&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In 2016, this gorgeously illustrated edition of the novel was released in the UK. It is now available here, and features strikingly atmospheric, painstakingly detailed black-and-white line art by Chris Riddell, one of Gaiman’s favorite ..."
136,['Neil Gaiman'],Norse Mythology,,,2017-02-07,"Introducing an instant classic master storyteller Neil Gaiman presents a dazzling version of the great Norse myths.""",039360909X,9780393609097,304.0,BOOK,['Fiction'],4.0,109.0,http://books.google.com/books/content?id=4rXJDAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=4rXJDAEACAAJ&dq=isbn:9780393609097&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,Introducing an instant classic--master storyteller Neil Gaiman presents a dazzling version of the great Norse myths.
137,['Neil Gaiman'],The Graveyard Book,,Harper Collins,2008-09-30,"Nobody Owens, known to his friends as Bod, is a normal boy. He would be completely normal if he didn't live in a sprawling graveyard, being raised and educated by ghosts, with a solitary guardian who belongs to neither the world of the living nor of the dead. There are dangers and adventures in the graveyard for a boy-an ancient Indigo Man beneath the hill, a gateway to a desert leading to an abandoned city of ghouls, the strange and terrible menace of the Sleer. But if Bod leaves the graveyard, then he will come under attack from the man Jack—who has already killed Bod's family. . . . Beloved master storyteller Neil Gaiman returns with a luminous new novel for the audience that embraced his New York Times bestselling modern classic Coraline. Magical, terrifying, and filled with breathtaking adventures, the graveyard book is sure to enthrall readers of all ages.",9780060530921,9780060530921,320.0,BOOK,['Juvenile Fiction'],4.0,692.0,http://books.google.com/books/content?id=kSpQvfX1BSoC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=kSpQvfX1BSoC&dq=isbn:9780060530921&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Magical, terrifying, and filled with breathtaking adventures, the graveyard book is sure to enthrall readers of all ages."
138,['Neil Gaiman'],The Ocean at the End of the Lane (Illustrated Edition),,William Morrow,2019-11-05,"It began for our narrator forty years ago when the family lodger stole their car and committed suicide in it, stirring up ancient powers best left undisturbed. Dark creatures from beyond the world are on the loose, and it will take everything our narrator has just to stay alive: there is primal horror here, and menace unleashed-- within his family and from the forces that have gathered to destroy it. His only defense is three women on a farm at the end of the lane. The youngest of them claims that her duckpond is an ocean. The oldest can remember the Big Bang.",0062995316,9780062995315,336.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=eOdgyAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=eOdgyAEACAAJ&dq=isbn:9780062995315&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"It began for our narrator forty years ago when the family lodger stole their car and committed suicide in it, stirring up ancient powers best left undisturbed."
139,['Neil Gaiman'],The Neil Gaiman Reader,Selected Fiction,William Morrow,2020-10-06,"An outstanding array--52 pieces in all--of selected fiction from the multiple-award-winning, #1 New York Times bestselling author Neil Gaiman, curated by his readers around the world, and introduced with a foreword by Booker Prize-winning author Marlon James Spanning Gaiman's career to date, The Neil Gaiman Reader: Selected Fiction is a captivating collection from one of the world's most beloved writers, chosen by those who know his work best: his devoted readers. A brilliant representation of Gaiman's groundbreaking, entrancing, endlessly imaginative fiction, this captivating volume includes excerpts from each of his five novels for adults --Neverwhere, Stardust, American Gods, Anansi Boys, and The Ocean at the End of the Lane--and nearly fifty of his short stories. Impressive in its depth and range, The Neil Gaiman Reader: Selected Fiction is both an entryway to Gaiman's oeuvre and a literary trove Gaiman fans old and new will return to many times over.",006303185X,9780063031852,752.0,BOOK,['Fiction'],4.0,1.0,http://books.google.com/books/content?id=2D0wzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=2D0wzQEACAAJ&dq=isbn:9780063031852&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"A ... representation of Gaiman&#39;s ... imaginative fiction, this ... volume includes excerpts from each of his five novels for adults--Neverwhere, Stardust, American Gods, Anansi Boys, and The Ocean at the End of the Lane--and nearly fifty of ..."
140,,,,,,,,761941208466,,,,,,,,,,,,
141,['Neil Gaiman'],Sandman Box Set,,,2020-09-29,"The iconic series THE SANDMAN from New York Times bestselling author Neil Gaiman collected in a beautiful slipcased box set! Weaving together ancient mythology, folklore, and fairy tales with his own distinct narrative vision, Gaiman created an unforgettable tale of the forces that exist beyond life and death. The Sandman universe is a master-creation following Dream, also known as Morpheus, lord of the Dreaming -- a vast, hallucinatory landscape that houses all the dreams of any and everyone who has ever existed. Gods, demons, mortals, and everything in between. All dreamers visit the Dreaming and have an opportunity to teach Morpheus some surprising lessons. After being captive for 70 years, Morpheus will have to go on a journey to reclaim his objects of power and bring order to the Dreaming.",1401294707,9781401294700,3000.0,BOOK,,,,http://books.google.com/books/content?id=8H5hzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=8H5hzQEACAAJ&dq=isbn:9781401294700&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,The iconic series THE SANDMAN from New York Times bestselling author Neil Gaiman collected in a beautiful slipcased box set!
142,['NEil Gaiman'],The Sandman Vol. 2: the Doll's House 30th Anniversary Edition,,Vertigo,2018-11-20,"The second installment of Neil Gaiman's seminal series, THE SANDMAN VOL. 2: THE DOLL'S HOUSE, celebrates its 30th anniversary with all all-new edition! New York Times best-selling author Neil Gaiman's transcendent series SANDMAN is often hailed as the definitive Vertigo title and one of the finest achievements in graphic storytelling. Gaiman created an unforgettable tale of the forces that exist beyond life and death by weaving ancient mythology, folklore and fairy tales with his own distinct narrative vision. During Morpheus's incarceration, three dreams escaped the Dreaming and are now loose in the waking world. At the same time, a young woman named Rose Walker is searching for her little brother. As their stories converge, a vortex is discovered that could destroy all dreamers, and the world itself. Collects THE SANDMAN #9-16.",1401285066,9781401285067,232.0,BOOK,['Comics & Graphic Novels'],,,http://books.google.com/books/content?id=_pU6swEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=_pU6swEACAAJ&dq=isbn:9781401285067&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,&quot;Originally published in single magazine form as The Sandman 9-16.&quot;
143,['Neil Gaiman'],Dream Country,,Vertigo,2018,"The third installment of Neil Gaiman's seminal series, THE SANDMAN VOL. 3: DREAM COUNTRY, celebrates its 30th anniversary with an all-new edition! The third book of the Sandman collection is a series of four short comic book stories. In each of these otherwise unrelated stories, Morpheus serves only as a minor character. Here we meet the mother of Morpheus's son, find out what cats dream about, and discover the true origin behind Shakespeare's A Midsummer's Night Dream. The latter won a World Fantasy Award for best short story, the first time a comic book was given that honor. Collects THE SANDMAN #17-20.",1401285481,9781401285487,160.0,BOOK,['COMICS & GRAPHIC NOVELS'],,,http://books.google.com/books/content?id=t1xmtQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=t1xmtQEACAAJ&dq=isbn:9781401285487&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,Includes the comic script for &quot;Calliope&quot; with comments by Neil Gaiman and illustrator Kelley Jones.
144,['Neil Gaiman'],Season of Mists,,Vertigo,2019,"The fourth installment of Neil Gaiman's seminal series, THE SANDMAN VOL. 4: SEASON OF MISTS, celebrates its 30th anniversary with all all-new edition! Ten thousand years ago, Morpheus condemned a woman who loved him to Hell. Now the other members of his immortal family, The Endless, have convinced the Dream King that this was an injustice. To make it right, Morpheus must return to Hell to rescue his banished love -- and Hell's ruler, the fallen angel Lucifer, has already sworn to destroy him. Collects THE SANDMAN #21-28.",1401285813,9781401285814,160.0,BOOK,['COMICS & GRAPHIC NOVELS'],,,http://books.google.com/books/content?id=mZsptwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=mZsptwEACAAJ&dq=isbn:9781401285814&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;Sandman based on characters created by Gaiman, Kieth, and Dringenberg.&quot;"
145,['NEil Gaiman'],Game of You,,Vertigo,2018-11-29,"Volume Five of New York Times best-selling author Neil Gaiman's acclaimed creation The Sandman collects one of the series' most beloved storylines. Take an apartment house, add in a drag queen, a lesbian couple, some talking animals, a talking severed head, a confused heroine and the deadly Cuckoo. Stir vigorously with a hurricane and Morpheus himself and you get this fifth installment of The Sandman series. This story stars Barbie, who first makes an appearance in The Doll's House and now finds herself a princess in a vivid dreamworld. Collects The Sandman #32-37.",1401288073,9781401288075,792.0,BOOK,['COMICS & GRAPHIC NOVELS'],,,http://books.google.com/books/content?id=Jc4GugEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=Jc4GugEACAAJ&dq=isbn:9781401288075&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,&quot;Originally published in single magazine form as THE SANDMAN 32-37&quot;--Copyright page.
146,['Neil Gaiman'],Brief Lives,,Vertigo,2019,"The seventh installment of Neil Gaiman's seminal, New York Times best-selling series, The Sandman Vol. 7: Brief Lives, celebrates its 30th anniversary with an all-new edition, featuring a new cover from artist Dave McKean! Older and more powerful than the gods themselves, the Endless are a dysfunctional family of cosmic beings who have ruled over the realms of dream, desire, despair, destiny, destruction, death and delirium since the beginning of time. But 300 years ago, one of the mythical beings gave up his duties and left his realm, never to be seen again. Now on a mission to find their missing sibling, Delirium and older brother Dream encounter immortal humans and various deities as they try to locate the prodigal Destruction. But as their adventure draws Dream into a final, tragic confrontation with his son Orpheus, the eternal being learns the true meaning of fate and consequences. Collects The Sandman #41-49.",1401289088,9781401289089,256.0,BOOK,['COMICS & GRAPHIC NOVELS'],,,http://books.google.com/books/content?id=JoojugEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=JoojugEACAAJ&dq=isbn:9781401289089&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;As the story begins, an occultist attempting to capture Death to bargain for eternal life traps her younger brother Dream instead."
147,['Neil Gaiman'],The Sandman,,Vertigo,2019,"Reminiscent of the legendary Canterbury Tales, The Sandman- Worlds' End is a wonderful potpourri of engrossing tales and masterful storytelling. Improbably caught in a June blizzard, two wayward compatriots stumble upon a mysterious inn and learn that they are in the middle of a ""reality storm."" Now surrounded by a menagerie of people and creatures from different times and realities, the two stranded travelers are entertained by mesmerizing myths of infamous sea creatures, dreaming cities, ancient kings, astonishing funeral rituals and moralistic hangmen. Collects The Sandman #51-56.",1401289592,9781401289591,168.0,BOOK,['COMICS & GRAPHIC NOVELS'],4.0,8.0,http://books.google.com/books/content?id=5DuauwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=5DuauwEACAAJ&dq=isbn:9781401289591&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"An attempt to summon and imprison Death, instead results in the capture of her brother, Morpheus, the Sandman, who after making his escape must regain the tools of his powers."
148,"['Neil Gaiman', 'Marc Hempel']",Sandman Volume 9,The Kindly Ones 30th Anniversary Edition,Vertigo,2019-07-02,"The ninth installment of Neil Gaiman's seminal, New York Timesbest-selling series, The Sandman Vol. 9- The Kindly Ones, celebrates its 30th anniversary with an all-new edition, featuring a new cover from artist Dave McKean! Friends, foes and unexpected betrayers return in the last major story arc of The Sandman! Collects The Sandman#57-69.",1401291740,9781401291747,352.0,BOOK,"['Fantasy comic books, strips, etc']",,,http://books.google.com/books/content?id=hy7DzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=hy7DzQEACAAJ&dq=isbn:9781401291747&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;As the story begins, an occultist attempting to capture Death to bargain for eternal life traps her younger brother Dream instead."
149,['Neil Gaiman'],Sandman Volume 10,The Wake 30th Anniversary Edition,Vertigo,2019,"In the final Sandman tale, Morpheus makes the ultimate decision between change and death. As one journey for the Endless ends, another begins for the Lord of Dreams and his family, bringing with it a time of reflection and a sad celebration. It's a wake in which friends and loved ones, relatives and rivals, fleeting lovers and immortal enemies gather to pay their respsects and to mourn their loss. The tenth installment of Neil Gaiman's seminal, New York Times best-selling series, The Sandman Vol. 10: The Wake, celebrates its 30th anniversary with an all-new edition, featuring a new cover from artist Dave McKean! Collects The Sandman #70-75.",1401292038,9781401292034,192.0,BOOK,['Comics & Graphic Novels'],,,http://books.google.com/books/content?id=k0_4vgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=k0_4vgEACAAJ&dq=isbn:9781401292034&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;In the final Sandman tale, Morpheus makes the ultimate decision between change and death."
150,['Neil Gaiman'],Endless Nights,,Vertigo,2019-08-27,"Joined by a dream team of artists from around the world, Neil Gaiman--the Hugo Award-winning, New York Times bestselling author of American Gods and Coraline--returns to the beloved characters he made famous in The Sandman Vol. 11- Endless Nights. The Sandman Vol. 11- Endless Nights reveals the legend of the Endless, a family of magical and mythical beings who exist and interact in the real world. Born at the beginning of time, Destiny, Death, Dream, Desire, Despair, Delirium, and Destruction are seven brothers and sisters who each lord over their respective realms. In addition to the seven tales of the Endless, The Sandman- Endless Nights includes a biography section in the spirit of the Sandman collections (designed by Dave McKean) and a summary of each volume in the Sandman Library. This highly imaginative book, the first graphic novel to be listed on the New York Times best-seller list, boasts diverse styles of breathtaking art as these seven peculiar and powerful siblings each reveal more about their true being as they star in their own tales of curiosity and wonder. Written by series creator Neil Gaiman, The Sandman- Endless Nights is illustrated by some of the industry's best talents, including Frank Quitely (All-Star Superman), P. Craig Russell (The Sandman- The Dream Hunters), Glenn Fabry (Preacher), Bill Sienkiewicz (Elektra) and more!",1401292615,9781401292614,160.0,BOOK,['Comics & Graphic Novels'],,,http://books.google.com/books/content?id=pSV-vwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=pSV-vwEACAAJ&dq=isbn:9781401292614&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Alternately haunting, bittersweet, erotic and nightmarish, the seven stories in this book--one for each of the Endless siblings, each illustrated by one of the best artists in comics--reveal strange secrets and surprising truths."
151,"['Neil Gaiman', 'P. Craig Russell']",Sandman,Dream Hunters 30th Anniversary Edition,Vertigo,2019,"With the aid of Morpheus, the fox must use all of her cunning and creative thinking to foil this evil scheme and save the man whom she loves in The Sandman- Dream Hunters, a graphic novel adaptation--featuring the artwork of P. Craig Russell--of New York Times best-selling author Neil Gaiman's original prose novella of the same name illustrated by Yoshitako Amano. One of the most popular and critically acclaimed graphic novels of all time, Neil Gaiman's award-winning masterpiece The Sandman set the standard for mature, lyrical fantasy in the modern comics era. Illustrated by an exemplary selection of the medium's most gifted artists, the series is a rich blend of modern and ancient mythology in which contemporary fiction, historical drama and legend are seamlessly interwoven.",1401294235,9781401294236,144.0,BOOK,"['Comic books, strips, etc']",,,http://books.google.com/books/content?id=lSqjwgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=lSqjwgEACAAJ&dq=isbn:9781401294236&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;A humble young monk and a magical, shape-changing fox find themselves romantically drawn together."
152,"['Neil Gaiman', 'Yoshitaka Amano']",Sandman,Dream Hunters 30th Anniversary Edition,Vertigo,2019,"With the aid of Morpheus, the fox must use all of her cunning and creative thinking to foil this evil scheme and save the man that she loves in The Sandman- Dream Hunters(Prose Version), New York Timesbestselling author Neil Gaiman's original prose novella illustrated by Yoshitako Amano. One of the most popular and critically acclaimed graphic novels of all time, Neil Gaiman's award-winning masterpiece The Sandmanset the standard for mature, lyrical fantasy in the modern comics era. Illustrated by an exemplary selection of the medium's most gifted artists, the series is a rich blend of modern and ancient mythology in which contemporary fiction, historical drama, and legend are seamlessly interwoven. The Sandman- Dream Hunters (Prose Version) 30th Anniversary Editioncollects Neil Gaiman's original prose novella illustrated by Yoshitako Amano.",140129409X,9781401294090,128.0,BOOK,['Foxes'],,,http://books.google.com/books/content?id=WTDDwgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=WTDDwgEACAAJ&dq=isbn:9781401294090&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Illustrated by an exemplary selection of the medium&#39;s most gifted artists, the series is a rich blend of modern and ancient mythology in which contemporary fiction, historical drama, and legend are seamlessly interwoven."
153,['Neil Gaiman'],The Sandman,Overture 30th Anniversary Edition,Vertigo,2019,"The Sandman- Overtureheralded New York Timesbest-selling writer Neil Gaiman's return to the art form that made him famous, ably abetted by artistic luminary J.H. Williams III (Batwoman, Promethea), whose lush, widescreen images provide an epic scope to this tale featuring Morpheus. From the birth of a galaxy to the moment that Morpheus is captured, The Sandman Vol. 0- Overture features cameo appearances by fan-favorite characters such as The Corinthian, Merv Pumpkinhead and, of course, the Dream King's siblings- Death, Desire, Despair, Delirium, Destruction and Destiny. Neil Gaiman further explores world of The Sandmanwith events that occurred even before The Sandman Vol. 1- Preludes and Nocturnes.",1401294529,9781401294526,224.0,BOOK,"['Comic books, strips, etc']",,,http://books.google.com/books/content?id=aYN5wwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=aYN5wwEACAAJ&dq=isbn:9781401294526&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;Neil Gaiman&#39;s The Sandman set the standard for mature, lyrical fantasy in the modern comics era. This 30th anniversary edition ... [offers] a lush, epic look at The Sandman&#39;s origin story&quot;--"
154,"['Neil Gaiman', 'Rafael Albuquerque', 'Rafael Scavone']",Neil Gaiman's A Study in Emerald,,Dark Horse Comics,2018-07-10,"This supernatural mystery set in the world of Sherlock Holmes and Lovecraft's Cthulhu Mythos features a brilliant detective and his partner as they try to solve a horrific murder. The complex investigation takes the Baker Street investigators from the slums of Whitechapel all the way to the Queen's Palace as they attempt to find the answers to this bizarre murder of cosmic horror! From the Hugo, Bram Stoker, Locus, World Fantasy, Nebula award-winning, and New York Times bestselling writer Neil Gaiman comes this graphic novel adaptation with art by Eisner award winning artist Rafael Albuquerque!",9781506703930,9781506703930,88.0,BOOK,['Comics & Graphic Novels'],3.5,11.0,http://books.google.com/books/content?id=GsdfDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=GsdfDwAAQBAJ&printsec=frontcover&dq=isbn:9781506703930&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"From the Hugo, Bram Stoker, Locus, World Fantasy, Nebula award-winning, and New York Times bestselling writer Neil Gaiman comes this graphic novel adaptation with art by Eisner award winning artist Rafael Albuquerque!"
155,['Neil Gaiman'],"Neil Gaiman's Snow, Glass, Apples",,Dark Horse Comics,2019-08-20,"Winner of the 2020 Bram Stoker Award® for Superior Achievement in a Graphic Novel! A chilling fantasy retelling of the Snow White fairy tale by New York Times bestselling creators Neil Gaiman and Colleen Doran! A not-so-evil queen is terrified of her monstrous stepdaughter and determined to repel this creature and save her kingdom from a world where happy endings aren't so happily ever after. From the Hugo, Bram Stoker, Locus, World Fantasy, Nebula award-winning, and New York Times bestselling writer Neil Gaiman (American Gods) comes this graphic novel adaptation by Colleen Doran (Troll Bridge)!",9781506709796,9781506709796,64.0,BOOK,['Comics & Graphic Novels'],4.0,9.0,http://books.google.com/books/content?id=DrqkDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=DrqkDwAAQBAJ&printsec=frontcover&dq=isbn:9781506709796&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"From the Hugo, Bram Stoker, Locus, World Fantasy, Nebula award-winning, and New York Times bestselling writer Neil Gaiman (American Gods) comes this graphic novel adaptation by Colleen Doran (Troll Bridge)!"
156,"['Neil Gaiman', 'P. Craig Russell']",American Gods Volume 1: Shadows (Graphic Novel),,Dark Horse Comics,2018-03-13,"Neil Gaiman's acclaimed story now in comics! This supernatural American road trip fantasy tells the story of a war between the ancient and modern gods. The Hugo, Bram Stoker, Locus, World Fantasy, and Nebula award-winning novel and new Starz television series by Neil Gaiman is adapted as a graphic novel for the first time! The first in a three-volume adaptation of Neil Gaiman's modern classic! Shadow Moon gets out of jail only to discover his wife is dead. Defeated, broke, and uncertain where to go from here, he meets the mysterious Mr. Wednesday, who employs him to serve as his bodyguard--thrusting Shadow into a deadly world where ghosts of the past come back from the dead, and a god war is imminent. Collecting the first nine issues of the American Gods comic book series, along with art process features, high res scans of original art, layouts, character designs, and variant covers by BECKY CLOONAN, SKOTTIE YOUNG, FÁBIO MOON, DAVE MCKEAN, and MORE!",9781506703862,9781506703862,208.0,BOOK,['Comics & Graphic Novels'],3.5,4.0,http://books.google.com/books/content?id=Ef9MDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=Ef9MDwAAQBAJ&printsec=frontcover&dq=isbn:9781506703862&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,Neil Gaiman&#39;s acclaimed story now in comics! This supernatural American road trip fantasy tells the story of a war between the ancient and modern gods.
